# MEAN_SAMPLE_SIZE = 4338
# TOTAL_GENES = 18300
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_ACTIVATION_OF_NF_KAPPAB...          SET      17      0.37327     0.011372      0.24238     0.061783 GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY
GOBP_I_KAPPAB_PHOSPHORYLATION            SET      17     0.095157     0.002899      0.19715      0.31467 GOBP_I_KAPPAB_PHOSPHORYLATION
GOBP_CYTOPLASMIC_SEQUESTERIN...1         SET       5     -0.45369   -0.0074985       0.5014      0.81722 GOBP_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB
GOBP_JNK_CASCADE                         SET     178      0.13435     0.013186     0.063585     0.017311 GOBP_JNK_CASCADE
GOBP_ACTIVATION_OF_JNKK_ACTI...          SET      10      0.25064    0.0058576      0.29494      0.19773 GOBP_ACTIVATION_OF_JNKK_ACTIVITY
GOBP_ACTIVATION_OF_JUN_KINAS...          SET      38      0.27463     0.012502      0.13719     0.022666 GOBP_ACTIVATION_OF_JUN_KINASE_ACTIVITY
GOBP_TYROSINE_PHOSPHORYLATIO...          SET      81     0.041605    0.0027619     0.093771      0.32864 GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN
GOBP_NITRIC_OXIDE_MEDIATED_S...          SET      26      0.17242    0.0064947      0.17364      0.16037 GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION
GOBP_SMALL_GTPASE_MEDIATED_S...          SET     466    -0.018446   -0.0029059     0.038902       0.6823 GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION
GOBP_RAS_PROTEIN_SIGNAL_TRAN...          SET     314    -0.045475   -0.0059056     0.047735      0.82961 GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_RHO_PROTEIN_SIGNAL_TRAN...          SET     124     0.056692     0.004651     0.077376      0.23188 GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_CELL_CELL_SIGNALING                 SET    1588      0.01476    0.0041552     0.022295      0.25398 GOBP_CELL_CELL_SIGNALING
GOBP_NEUROTRANSMITTER_SECRET...          SET     148    -0.026091   -0.0023369     0.068909      0.64751 GOBP_NEUROTRANSMITTER_SECRETION
GOBP_NEURON_NEURON_SYNAPTIC_...          SET       6      0.26237    0.0047501       0.3037      0.19383 GOBP_NEURON_NEURON_SYNAPTIC_TRANSMISSION
GOBP_SYNAPTIC_TRANSMISSION_C...          SET      27     0.040865    0.0015685      0.17104      0.40559 GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC
GOBP_ENSHEATHMENT_OF_NEURONS             SET     123     -0.10515   -0.0085915     0.073161      0.92466 GOBP_ENSHEATHMENT_OF_NEURONS
GOBP_NEUROMUSCULAR_SYNAPTIC_...          SET      24      0.41314     0.014952      0.17744    0.0099532 GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION
GOBP_GAMETE_GENERATION                   SET     622    -0.024273   -0.0043984     0.033722      0.76417 GOBP_GAMETE_GENERATION
GOBP_GERM_CELL_DEVELOPMENT               SET     248     -0.10038    -0.011606      0.05208      0.97302 GOBP_GERM_CELL_DEVELOPMENT
GOBP_SPERM_AXONEME_ASSEMBLY              SET      22   -0.0072248  -0.00025036      0.19527      0.51476 GOBP_SPERM_AXONEME_ASSEMBLY
GOBP_SPERMATID_NUCLEUS_DIFFE...          SET      19     0.058798    0.0018937      0.20347       0.3863 GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION
GOBP_FEMALE_GAMETE_GENERATION            SET     127     -0.16396    -0.013612     0.071128      0.98941 GOBP_FEMALE_GAMETE_GENERATION
GOBP_INSEMINATION                        SET      12    -0.082257   -0.0021057      0.22333      0.64368 GOBP_INSEMINATION
GOBP_SINGLE_FERTILIZATION                SET     151   -0.0094026   -0.0008506     0.067682      0.55524 GOBP_SINGLE_FERTILIZATION
GOBP_BINDING_OF_SPERM_TO_ZON...          SET      43     0.016618   0.00080462      0.12554      0.44735 GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA
GOBP_ACROSOME_REACTION                   SET      38     -0.13245   -0.0060295       0.1436      0.82182 GOBP_ACROSOME_REACTION
GOBP_PENETRATION_OF_ZONA_PEL...          SET       8     -0.25453   -0.0053209      0.33586      0.77572 GOBP_PENETRATION_OF_ZONA_PELLUCIDA
GOBP_FUSION_OF_SPERM_TO_EGG_...          SET      21     -0.22319   -0.0075564      0.18455      0.88672 GOBP_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION
GOBP_EGG_ACTIVATION                      SET       5     0.078116    0.0012911      0.29789      0.39657 GOBP_EGG_ACTIVATION
GOBP_REGULATION_OF_MITOTIC_C...1         SET     558    0.0057149   0.00098262     0.035479      0.43602 GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE
GOBP_BLASTODERM_SEGMENTATION             SET      19      0.14344    0.0046197       0.2099      0.24719 GOBP_BLASTODERM_SEGMENTATION
GOBP_TRIPARTITE_REGIONAL_SUB...          SET      16     -0.12981   -0.0038369      0.23681      0.70821 GOBP_TRIPARTITE_REGIONAL_SUBDIVISION
GOBP_THORAX_AND_ANTERIOR_ABD...          SET       5      0.20142     0.003329      0.52217      0.34985 GOBP_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION
GOBP_GASTRULATION                        SET     169     0.078666    0.0075249     0.064547      0.11148 GOBP_GASTRULATION
GOBP_SEGMENT_SPECIFICATION               SET      16     -0.32553   -0.0096216      0.22222      0.92851 GOBP_SEGMENT_SPECIFICATION
GOBP_PATTERN_SPECIFICATION_P...          SET     407     0.037071    0.0054668     0.044491      0.20237 GOBP_PATTERN_SPECIFICATION_PROCESS
GOBP_ECTODERM_DEVELOPMENT                SET      17     -0.19501   -0.0059411      0.21824      0.81422 GOBP_ECTODERM_DEVELOPMENT
GOBP_NEUROBLAST_PROLIFERATION            SET      53    -0.058237   -0.0031297      0.10902      0.70339 GOBP_NEUROBLAST_PROLIFERATION
GOBP_NEGATIVE_REGULATION_OF_...450       SET       5      0.19636    0.0032454      0.35817      0.29177 GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION
GOBP_AXONAL_FASCICULATION                SET      19       0.4741     0.015269      0.21748     0.014638 GOBP_AXONAL_FASCICULATION
GOBP_SYNAPSE_ASSEMBLY                    SET     159     0.071235    0.0066113     0.069451      0.15253 GOBP_SYNAPSE_ASSEMBLY
GOBP_CENTRAL_NERVOUS_SYSTEM_...1         SET     924     0.029299    0.0064155     0.028901      0.15535 GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT
GOBP_PERIPHERAL_NERVOUS_SYST...2         SET      73    -0.059932   -0.0037778     0.095937      0.73391 GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT
GOBP_SENSORY_ORGAN_DEVELOPME...          SET     522     0.038725    0.0064467     0.038117      0.15483 GOBP_SENSORY_ORGAN_DEVELOPMENT
GOBP_SALIVARY_GLAND_DEVELOPM...          SET      30    -0.020076  -0.00081222      0.14464       0.5552 GOBP_SALIVARY_GLAND_DEVELOPMENT
GOBP_FOREGUT_MORPHOGENESIS               SET       8     -0.36789   -0.0076905      0.34261      0.85853 GOBP_FOREGUT_MORPHOGENESIS
GOBP_ENDODERM_DEVELOPMENT                SET      75     0.083147    0.0053122      0.09905      0.20062 GOBP_ENDODERM_DEVELOPMENT
GOBP_MIDGUT_DEVELOPMENT                  SET      12      0.13482    0.0034515       0.2265      0.27584 GOBP_MIDGUT_DEVELOPMENT
GOBP_MESODERM_DEVELOPMENT                SET     109      0.16269     0.012519     0.083503     0.025696 GOBP_MESODERM_DEVELOPMENT
GOBP_MESODERMAL_CELL_FATE_SP...          SET      11      0.13133    0.0032191      0.25639      0.30424 GOBP_MESODERMAL_CELL_FATE_SPECIFICATION
GOBP_GONADAL_MESODERM_DEVELO...          SET       2     -0.44577   -0.0046601      0.77153      0.71829 GOBP_GONADAL_MESODERM_DEVELOPMENT
GOBP_HEART_DEVELOPMENT                   SET     514    -0.012201   -0.0020159     0.038323      0.62489 GOBP_HEART_DEVELOPMENT
GOBP_ADULT_HEART_DEVELOPMENT             SET      13     -0.34188   -0.0091092      0.24278      0.92045 GOBP_ADULT_HEART_DEVELOPMENT
GOBP_MUSCLE_ORGAN_DEVELOPMENT            SET     303     0.021231    0.0027092     0.049294      0.33335 GOBP_MUSCLE_ORGAN_DEVELOPMENT
GOBP_MYOBLAST_FUSION                     SET      40       0.2101    0.0098122      0.13357     0.057878 GOBP_MYOBLAST_FUSION
GOBP_NEUROMUSCULAR_JUNCTION_...          SET      45     0.037133    0.0018392      0.12174      0.38018 GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT
GOBP_SEX_DETERMINATION                   SET      15     -0.07336   -0.0020995      0.20982      0.63669 GOBP_SEX_DETERMINATION
GOBP_SEX_DIFFERENTIATION                 SET     241    -0.004339  -0.00049466     0.054985      0.53145 GOBP_SEX_DIFFERENTIATION
GOBP_DOSAGE_COMPENSATION                 SET      16      0.10106    0.0029871      0.20084      0.30742 GOBP_DOSAGE_COMPENSATION
GOBP_EMBRYO_IMPLANTATION                 SET      45     0.042046    0.0020825       0.1259      0.36921 GOBP_EMBRYO_IMPLANTATION
GOBP_PARTURITION                         SET      13     -0.11863   -0.0031607      0.23132      0.69596 GOBP_PARTURITION
GOBP_AGING                               SET     281    0.0054382   0.00066871     0.051056      0.45759 GOBP_AGING
GOBP_CELL_AGING                          SET     101     0.019114    0.0014161     0.088473      0.41448 GOBP_CELL_AGING
GOBP_RESPONSE_TO_NUTRIENT                SET     157     0.030193    0.0027846     0.063884      0.31824 GOBP_RESPONSE_TO_NUTRIENT
GOBP_RESPIRATORY_GASEOUS_EXC...          SET      61    -0.042028   -0.0024225      0.11287      0.64518 GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM
GOBP_DIGESTION                           SET     134    -0.066657   -0.0056831     0.072016      0.82266 GOBP_DIGESTION
GOBP_EXCRETION                           SET      57    -0.031627   -0.0017624      0.11858      0.60515 GOBP_EXCRETION
GOBP_BODY_FLUID_SECRETION                SET      81      0.26149     0.017359     0.096542    0.0033832 GOBP_BODY_FLUID_SECRETION
GOBP_LACTATION                           SET      41      0.23578     0.011148      0.13661     0.042193 GOBP_LACTATION
GOBP_BLOOD_COAGULATION_INTRI...          SET      16     0.056659    0.0016747      0.19495      0.38567 GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY
GOBP_SENSORY_PERCEPTION                  SET     885    -0.025323   -0.0054326     0.033622      0.77432 GOBP_SENSORY_PERCEPTION
GOBP_PHOTOTRANSDUCTION                   SET      50     0.052587    0.0027451       0.1225      0.33386 GOBP_PHOTOTRANSDUCTION
GOBP_PHOTOTRANSDUCTION_VISIB...          SET      30      0.24904     0.010075      0.16434     0.064846 GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT
GOBP_SENSORY_PERCEPTION_OF_C...          SET     453     -0.08099    -0.012584     0.059306      0.91396 GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS
GOBP_SENSORY_PERCEPTION_OF_S...1         SET     384    -0.040232   -0.0057666      0.07207      0.71165 GOBP_SENSORY_PERCEPTION_OF_SMELL
GOBP_BEHAVIOR                            SET     519     0.013085    0.0021722     0.037613      0.36396 GOBP_BEHAVIOR
GOBP_LEARNING                            SET     124     0.020688    0.0016972     0.077355      0.39457 GOBP_LEARNING
GOBP_MEMORY                              SET     104   -0.0013872  -0.00010428     0.085527      0.50647 GOBP_MEMORY
GOBP_SHORT_TERM_MEMORY                   SET       7      0.63113     0.012342      0.30706      0.01993 GOBP_SHORT_TERM_MEMORY
GOBP_LONG_TERM_MEMORY                    SET      30    -0.099232   -0.0040146      0.16816      0.72244 GOBP_LONG_TERM_MEMORY
GOBP_MATING_BEHAVIOR                     SET      21       0.3254     0.011017      0.17754     0.033422 GOBP_MATING_BEHAVIOR
GOBP_MATING                              SET      38     0.077416    0.0035242      0.12839      0.27328 GOBP_MATING
GOBP_COPULATION                          SET      19     -0.15436   -0.0049714       0.1775      0.80774 GOBP_COPULATION
GOBP_RHYTHMIC_BEHAVIOR                   SET      46      0.11365    0.0056909      0.12071      0.17324 GOBP_RHYTHMIC_BEHAVIOR
GOBP_CIRCADIAN_RHYTHM                    SET     205     0.097385      0.01025     0.058182     0.047096 GOBP_CIRCADIAN_RHYTHM
GOBP_GROOMING_BEHAVIOR                   SET      15      0.15388     0.004404      0.25317      0.27166 GOBP_GROOMING_BEHAVIOR
GOBP_LOCOMOTORY_BEHAVIOR                 SET     156     0.090547    0.0083246     0.066272     0.085932 GOBP_LOCOMOTORY_BEHAVIOR
GOBP_FEEDING_BEHAVIOR                    SET      88     -0.14231   -0.0098453     0.086207       0.9506 GOBP_FEEDING_BEHAVIOR
GOBP_VISUAL_BEHAVIOR                     SET      45    0.0023305   0.00011543      0.13226      0.49297 GOBP_VISUAL_BEHAVIOR
GOBP_CHEMOSENSORY_BEHAVIOR               SET      14     -0.03254  -0.00089969      0.23107      0.55599 GOBP_CHEMOSENSORY_BEHAVIOR
GOBP_MECHANOSENSORY_BEHAVIOR             SET      12     -0.13386   -0.0034268      0.23292      0.71725 GOBP_MECHANOSENSORY_BEHAVIOR
GOBP_REGULATION_OF_HEART_CON...          SET     224     0.090855    0.0099904     0.057902     0.058323 GOBP_REGULATION_OF_HEART_CONTRACTION
GOBP_TRNA_PROCESSING                     SET     124     0.085882    0.0070457     0.075124      0.12649 GOBP_TRNA_PROCESSING
GOBP_CELL_RECOGNITION                    SET     157    -0.028008   -0.0025831     0.068115      0.65953 GOBP_CELL_RECOGNITION
GOBP_NEURON_RECOGNITION                  SET      46     0.037496    0.0018776      0.13586      0.39128 GOBP_NEURON_RECOGNITION
GOBP_MOTOR_NEURON_AXON_GUIDA...          SET      28     0.061048    0.0023862      0.16548       0.3561 GOBP_MOTOR_NEURON_AXON_GUIDANCE
GOBP_MITOCHONDRIAL_FUSION                SET      27      0.14334     0.005502      0.15196      0.17277 GOBP_MITOCHONDRIAL_FUSION
GOBP_TOLL_SIGNALING_PATHWAY              SET       7      0.37364    0.0073063      0.37668      0.16063 GOBP_TOLL_SIGNALING_PATHWAY
GOBP_AXO_DENDRITIC_TRANSPORT             SET      66    -0.018821   -0.0011283      0.10336      0.57224 GOBP_AXO_DENDRITIC_TRANSPORT
GOBP_ANTEROGRADE_AXONAL_TRAN...1         SET      45     0.067004    0.0033186      0.12936      0.30224 GOBP_ANTEROGRADE_AXONAL_TRANSPORT
GOBP_RETROGRADE_AXONAL_TRANS...          SET      21      0.25593     0.008665      0.17344     0.070033 GOBP_RETROGRADE_AXONAL_TRANSPORT
GOBP_ACTIN_POLYMERIZATION_OR...          SET     202      0.11346     0.011854     0.059176     0.027613 GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION
GOBP_NEGATIVE_REGULATION_OF_...199       SET      33     0.037676    0.0015985      0.13629       0.3911 GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION
GOBP_STEROID_METABOLIC_PROCE...          SET     311    0.0072345   0.00093509     0.048576      0.44081 GOBP_STEROID_METABOLIC_PROCESS
GOBP_BILE_ACID_METABOLIC_PRO...          SET      48     -0.32746    -0.016749      0.12537      0.99549 GOBP_BILE_ACID_METABOLIC_PROCESS
GOBP_C21_STEROID_HORMONE_MET...          SET      39    -0.016488  -0.00076037      0.13057      0.55024 GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS
GOBP_ANDROGEN_METABOLIC_PROC...          SET      29      -0.2453   -0.0097574       0.1512      0.94762 GOBP_ANDROGEN_METABOLIC_PROCESS
GOBP_ESTROGEN_METABOLIC_PROC...          SET      37    -0.069587   -0.0031259      0.14192      0.68805 GOBP_ESTROGEN_METABOLIC_PROCESS
GOBP_GLUCOCORTICOID_METABOLI...          SET      23     0.020414   0.00072328      0.17053      0.45236 GOBP_GLUCOCORTICOID_METABOLIC_PROCESS
GOBP_MINERALOCORTICOID_METAB...          SET      12     0.014321   0.00036662       0.2254      0.47467 GOBP_MINERALOCORTICOID_METABOLIC_PROCESS
GOBP_SPERMINE_METABOLIC_PROC...          SET       4      -1.1249     -0.01663      0.43198      0.99539 GOBP_SPERMINE_METABOLIC_PROCESS
GOBP_SPERMIDINE_METABOLIC_PR...          SET       7     -0.69649     -0.01362      0.36005      0.97346 GOBP_SPERMIDINE_METABOLIC_PROCESS
GOBP_REGULATION_OF_BLOOD_PRE...          SET     164    -0.041027   -0.0038665     0.067158      0.72936 GOBP_REGULATION_OF_BLOOD_PRESSURE
GOBP_OPSONIZATION                        SET      10       0.3351    0.0078314      0.30269      0.13414 GOBP_OPSONIZATION
GOBP_SULFATE_TRANSPORT                   SET      17    -0.043955   -0.0013391      0.18826      0.59231 GOBP_SULFATE_TRANSPORT
GOBP_REGULATION_OF_G_PROTEIN...          SET     133    -0.033116    -0.002813     0.074499      0.67166 GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GOBP_CELL_POPULATION_PROLIFE...          SET    1757    -0.038596    -0.011371     0.021062      0.96655 GOBP_CELL_POPULATION_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...146       SET     845    -0.053122    -0.011149     0.029038      0.96632 GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION
GOBP_NEGATIVE_REGULATION_OF_...131       SET     635   -0.0032542   -0.0005956     0.033248      0.53898 GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION
GOBP_INSULIN_RECEPTOR_SIGNAL...          SET     137    -0.028836   -0.0024857     0.071433      0.65677 GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY
GOBP_ACETYLCHOLINE_METABOLIC...          SET       5      0.16747    0.0027678      0.41606      0.34366 GOBP_ACETYLCHOLINE_METABOLIC_PROCESS
GOBP_INTRACELLULAR_MRNA_LOCA...          SET      12     -0.82618     -0.02115      0.22995      0.99984 GOBP_INTRACELLULAR_MRNA_LOCALIZATION
GOBP_ISOPRENOID_BIOSYNTHETIC...          SET      28       -0.158   -0.0061757      0.14861      0.85614 GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS
GOBP_ISOPRENOID_CATABOLIC_PR...          SET      10      0.15905     0.003717      0.27792      0.28357 GOBP_ISOPRENOID_CATABOLIC_PROCESS
GOBP_ASSOCIATIVE_LEARNING                SET      66    -0.051195   -0.0030691      0.10706      0.68373 GOBP_ASSOCIATIVE_LEARNING
GOBP_ENDOSOME_TO_LYSOSOME_TR...1         SET      49      0.11767    0.0060808      0.11701       0.1573 GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT
GOBP_HISTONE_MRNA_METABOLIC_...          SET      24      0.28905     0.010461      0.17896     0.053152 GOBP_HISTONE_MRNA_METABOLIC_PROCESS
GOBP_DETERMINATION_OF_ADULT_...          SET      17     -0.20923   -0.0063744      0.20441      0.84698 GOBP_DETERMINATION_OF_ADULT_LIFESPAN
GOBP_ADULT_FEEDING_BEHAVIOR              SET       9     -0.49534    -0.010983      0.27631      0.96348 GOBP_ADULT_FEEDING_BEHAVIOR
GOBP_ADULT_LOCOMOTORY_BEHAVI...          SET      60     0.047087    0.0026918      0.10702      0.32998 GOBP_ADULT_LOCOMOTORY_BEHAVIOR
GOBP_GLIAL_CELL_MIGRATION                SET      46     0.090017    0.0045076      0.11857      0.22388 GOBP_GLIAL_CELL_MIGRATION
GOBP_GERM_CELL_MIGRATION                 SET       5      0.31414     0.005192      0.43764      0.23645 GOBP_GERM_CELL_MIGRATION
GOBP_ASYMMETRIC_CELL_DIVISION            SET      16      0.25802    0.0076262      0.23894      0.14012 GOBP_ASYMMETRIC_CELL_DIVISION
GOBP_REGULATION_OF_CELL_SHAPE            SET     144       0.1048    0.0092601     0.070652     0.069004 GOBP_REGULATION_OF_CELL_SHAPE
GOBP_REGULATION_OF_CELL_SIZE             SET     163     0.032206     0.003026     0.064707      0.30934 GOBP_REGULATION_OF_CELL_SIZE
GOBP_RNA_SPLICING                        SET     412     0.014253    0.0021144     0.041232      0.36479 GOBP_RNA_SPLICING
GOBP_RESPIRATORY_CHAIN_COMPL...          SET      25      0.31634     0.011685      0.16097     0.024704 GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY
GOBP_FIBROBLAST_GROWTH_FACTO...2         SET     102     -0.12508   -0.0093125     0.085273      0.92878 GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
GOBP_EPIDERMIS_DEVELOPMENT               SET     455     0.099301     0.015462      0.04824     0.019782 GOBP_EPIDERMIS_DEVELOPMENT
GOBP_REGULATION_OF_SMOOTHENE...1         SET      75   -0.0051417   -0.0003285     0.093711      0.52188 GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_NOTCH_SIG...          SET     101     0.028072    0.0020798     0.079311      0.36169 GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY
GOBP_ATTACHMENT_OF_SPINDLE_M...          SET      35     -0.17648   -0.0077109      0.13481      0.90474 GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE
GOBP_LIPID_BIOSYNTHETIC_PROC...          SET     687      0.01239    0.0023551     0.032233      0.35036 GOBP_LIPID_BIOSYNTHETIC_PROCESS
GOBP_EXTRINSIC_APOPTOTIC_SIG...2         SET      81     0.051416    0.0034132     0.091491      0.28707 GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS
GOBP_INTRINSIC_APOPTOTIC_SIG...8         SET       7      0.21009    0.0041083      0.26297      0.21217 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS
GOBP_INTRINSIC_APOPTOTIC_SIG...3         SET      98     0.068529    0.0050016     0.083254      0.20522 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
GOBP_INTRINSIC_APOPTOTIC_SIG...9         SET      42     -0.22064    -0.010559      0.12704      0.95878 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS
GOBP_ACTIVATION_OF_CYSTEINE_...3         SET       7      -1.0078    -0.019708      0.44479      0.98826 GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C
GOBP_APOPTOTIC_MITOCHONDRIAL...          SET     111     0.043728    0.0033954     0.076863      0.28471 GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
GOBP_CARBOHYDRATE_TRANSPORT              SET     143    -0.046514   -0.0040957     0.069172      0.74934 GOBP_CARBOHYDRATE_TRANSPORT
GOBP_CELLULAR_AMINO_ACID_BIO...          SET      72    0.0064939   0.00040654     0.094674      0.47266 GOBP_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS
GOBP_PHOSPHOLIPID_BIOSYNTHET...          SET     258     0.066227    0.0078082     0.050958     0.096875 GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS
GOBP_PYRIMIDINE_CONTAINING_C...4         SET      10     0.054737    0.0012792      0.26049      0.41678 GOBP_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE
GOBP_PENTOSE_PHOSPHATE_SHUNT...          SET       6     0.073549    0.0013316      0.31242      0.40695 GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH
GOBP_MACROMOLECULE_CATABOLIC...          SET    1328   -0.0058281    -0.001512     0.023581       0.5976 GOBP_MACROMOLECULE_CATABOLIC_PROCESS
GOBP_AEROBIC_RESPIRATION                 SET      76     -0.15889    -0.010218      0.09582      0.95135 GOBP_AEROBIC_RESPIRATION
GOBP_FATTY_ACID_CATABOLIC_PR...          SET     104    -0.046823   -0.0035199     0.078422      0.72477 GOBP_FATTY_ACID_CATABOLIC_PROCESS
